Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,cotton-joggers-gray,Joggers de Algodón Gris,Casual confort,"Joggers de algodón suave en gris mezcla. Puños elásticos y bolsillos laterales. Uso diario.",published,https://images.unsplash.com/photo-1555274175-6cbf6f3b137b,360,,,,,,,Cotton,,,,,,TRUE,,,XL,JOG-GRY-XL,,FALSE,TRUE,,,,,,,,,35,40,Size,XL,https://images.unsplash.com/photo-1555274175-6cbf6f3b137b,https://images.unsplash.com/photo-1603251578711-3290ca1a01871603251578711-3290ca1a0187
,canvas-sneakers-white,Zapatillas Canvas Blancas,Clásico atemporal,"Zapatillas tipo canvas en color blanco. Suela de goma flexible y diseño versátil para todo uso.",published,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,600,,,,,,,Canvas,,,,,,TRUE,,,39,SNK-CNV-39,,FALSE,TRUE,,,,,,,,,52,60,Size,39,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519
,canvas-sneakers-white,Zapatillas Canvas Blancas,Clásico atemporal,"Zapatillas tipo canvas en color blanco. Suela de goma flexible y diseño versátil para todo uso.",published,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,600,,,,,,,Canvas,,,,,,TRUE,,,40,SNK-CNV-40,,FALSE,TRUE,,,,,,,,,52,60,Size,40,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519
,canvas-sneakers-white,Zapatillas Canvas Blancas,Clásico atemporal,"Zapatillas tipo canvas en color blanco. Suela de goma flexible y diseño versátil para todo uso.",published,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,600,,,,,,,Canvas,,,,,,TRUE,,,41,SNK-CNV-41,,FALSE,TRUE,,,,,,,,,52,60,Size,41,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519
,canvas-sneakers-white,Zapatillas Canvas Blancas,Clásico atemporal,"Zapatillas tipo canvas en color blanco. Suela de goma flexible y diseño versátil para todo uso.",published,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,600,,,,,,,Canvas,,,,,,TRUE,,,42,SNK-CNV-42,,FALSE,TRUE,,,,,,,,,52,60,Size,42,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519
,canvas-sneakers-white,Zapatillas Canvas Blancas,Clásico atemporal,"Zapatillas tipo canvas en color blanco. Suela de goma flexible y diseño versátil para todo uso.",published,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,600,,,,,,,Canvas,,,,,,TRUE,,,43,SNK-CNV-43,,FALSE,TRUE,,,,,,,,,52,60,Size,43,https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519nsplash.com/photo-1600185365483-26d7a4cc7519
,running-shoes-black,Zapatillas Running Negras,Máximo rendimiento,"Zapatillas deportivas para running con amortiguación avanzada. Ligeras y transpirables.",published,https://images.unsplash.com/photo-1542291026-7eec264c27ff,650,,,,,,,Mesh/Synthetic,,,,,,TRUE,,,39,SNK-RUN-39,,FALSE,TRUE,,,,,,,,,75,85,Size,39,https://images.unsplash.com/photo-1542291026-7eec264c27ff,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa
,running-shoes-black,Zapatillas Running Negras,Máximo rendimiento,"Zapatillas deportivas para running con amortiguación avanzada. Ligeras y transpirables.",published,https://images.unsplash.com/photo-1542291026-7eec264c27ff,650,,,,,,,Mesh/Synthetic,,,,,,TRUE,,,40,SNK-RUN-40,,FALSE,TRUE,,,,,,,,,75,85,Size,40,https://images.unsplash.com/photo-1542291026-7eec264c27ff,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa
,running-shoes-black,Zapatillas Running Negras,Máximo rendimiento,"Zapatillas deportivas para running con amortiguación avanzada. Ligeras y transpirables.",published,https://images.unsplash.com/photo-1542291026-7eec264c27ff,650,,,,,,,Mesh/Synthetic,,,,,,TRUE,,,41,SNK-RUN-41,,FALSE,TRUE,,,,,,,,,75,85,Size,41,https://images.unsplash.com/photo-1542291026-7eec264c27ff,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa
,running-shoes-black,Zapatillas Running Negras,Máximo rendimiento,"Zapatillas deportivas para running con amortiguación avanzada. Ligeras y transpirables.",published,https://images.unsplash.com/photo-1542291026-7eec264c27ff,650,,,,,,,Mesh/Synthetic,,,,,,TRUE,,,42,SNK-RUN-42,,FALSE,TRUE,,,,,,,,,75,85,Size,42,https://images.unsplash.com/photo-1542291026-7eec264c27ff,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa
,running-shoes-black,Zapatillas Running Negras,Máximo rendimiento,"Zapatillas deportivas para running con amortiguación avanzada. Ligeras y transpirables.",published,https://images.unsplash.com/photo-1542291026-7eec264c27ff,650,,,,,,,Mesh/Synthetic,,,,,,TRUE,,,43,SNK-RUN-43,,FALSE,TRUE,,,,,,,,,75,85,Size,43,https://images.unsplash.com/photo-1542291026-7eec264c27ff,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aao-1606107557195-0e29a4b5b4aa
,leather-boots-brown,Botas de Cuero Marrón,Estilo robusto,"Botas de cuero genuino en color marrón. Duraderas y con estilo, perfectas para otoño e invierno.",published,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,800,,,,,,,Leather,,,,,,TRUE,,,39,BOT-LTH-39,,FALSE,TRUE,,,,,,,,,95,110,Size,39,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,https://images.unsplash.com/photo-1605812860427-4024433a70fd
,leather-boots-brown,Botas de Cuero Marrón,Estilo robusto,"Botas de cuero genuino en color marrón. Duraderas y con estilo, perfectas para otoño e invierno.",published,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,800,,,,,,,Leather,,,,,,TRUE,,,40,BOT-LTH-40,,FALSE,TRUE,,,,,,,,,95,110,Size,40,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,https://images.unsplash.com/photo-1605812860427-4024433a70fd
,leather-boots-brown,Botas de Cuero Marrón,Estilo robusto,"Botas de cuero genuino en color marrón. Duraderas y con estilo, perfectas para otoño e invierno.",published,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,800,,,,,,,Leather,,,,,,TRUE,,,41,BOT-LTH-41,,FALSE,TRUE,,,,,,,,,95,110,Size,41,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,https://images.unsplash.com/photo-1605812860427-4024433a70fd
,leather-boots-brown,Botas de Cuero Marrón,Estilo robusto,"Botas de cuero genuino en color marrón. Duraderas y con estilo, perfectas para otoño e invierno.",published,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,800,,,,,,,Leather,,,,,,TRUE,,,42,BOT-LTH-42,,FALSE,TRUE,,,,,,,,,95,110,Size,42,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,https://images.unsplash.com/photo-1605812860427-4024433a70fd
,leather-boots-brown,Botas de Cuero Marrón,Estilo robusto,"Botas de cuero genuino en color marrón. Duraderas y con estilo, perfectas para otoño e invierno.",published,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,800,,,,,,,Leather,,,,,,TRUE,,,43,BOT-LTH-43,,FALSE,TRUE,,,,,,,,,95,110,Size,43,https://images.unsplash.com/photo-1638247025967-b4e38f787b76,https://images.unsplash.com/photo-1605812860427-4024433a70fd
